FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,1,850,190,560,1730,550,470,1690,1000.47,307,67,930,600
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,1,730,190,250,140,510,410,1070,993.82,353,66,1050,700
6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6,1,670,250,260,1350,600,500,1560,997.84,339,46,990,600
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,1,620,250,280,850,350,280,1080,994.86,340,42,1040,600
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5,1,610,460,320,620,530,100,940,995.37,335,47,1010,500
7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7,1,730,190,250,140,510,410,1070,993.82,353,66,1050,700
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4,1,750,290,260,1495,670,470,1780,998.38,304,49,920,400
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,1,670,310,180,770,430,570,2000,995.66,317,44,940,600
7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,6,1,740,140,300,130,330,250,910,992.68,353,39,1060,600
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,1,670,310,180,770,430,570,2000,995.66,317,44,940,600
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5,1,710,400,520,130,1480,450,1490,994.68,308,56,870,500
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,1,640,160,250,130,470,200,770,993.3,361,54,1020,600
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6,1,630,160,220,130,460,180,660,993.07,361,55,1030,600
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1,740,330,260,1560,490,670,2100,999.07,306,68,950,500
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1,740,330,260,1560,490,670,2100,999.07,306,68,950,500
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1,740,330,260,1560,490,670,2100,999.07,306,68,950,500
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1,740,330,260,1560,490,670,2100,999.07,306,68,950,500
6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,5,1,660,410,240,490,1580,470,1440,994.71,317,49,940,500
6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,5,1,670,430,230,500,1570,490,1450,994.71,317,49,940,500
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,1,740,330,260,1560,490,670,2100,999.07,306,68,950,500
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1,730,400,280,650,370,260,970,991.48,316,58,1260,700
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,1,740,180,240,140,470,210,1060,993.83,352,64,1050,700
8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,1,860,170,280,270,470,380,1500,993.65,310,56,1080,600
6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,1,650,320,230,120,540,390,2080,992.72,318,46,990,600
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7,1,730,400,280,650,370,260,970,991.48,316,58,1260,700
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,1,700,320,310,640,310,380,1150,992.35,338,58,1220,700
7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6,1,750,420,190,690,410,620,1500,995.08,323,37,1000,600
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,1,690,280,310,720,400,470,1680,994.6,329,57,1060,700
6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,6,1,650,290,420,1060,420,660,2020,996.74,324,53,950,600
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8,1,630,410,180,350,270,230,1090,990.18,334,54,1280,800
7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,1,700,320,310,640,310,380,1150,992.35,338,58,1220,700
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7,1,730,300,330,230,430,280,1250,990.84,334,44,1260,700
6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5,1,660,220,280,1205,580,250,1250,998.56,345,45,940,500
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,1,600,260,180,700,550,500,1940,995.91,321,43,900,500
6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,5,1,690,440,180,1180,510,260,1260,997.5,323,48,910,500
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,1,750,420,200,140,600,150,1680,994.4,306,40,940,600
7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7,1,700,360,300,500,400,400,1430,991.73,333,42,1220,700
5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5,1,560,295,200,220,490,180,1340,993.78,321,68,1000,500
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,1,680,210,550,1460,530,340,1590,998.05,293,44,920,500
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,1,940,280,300,160,450,360,1390,995.34,311,49,930,500
8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,1,810,280,340,130,350,110,1260,992.32,314,50,980,600
6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,1,680,210,550,1460,530,340,1590,998.05,293,44,920,500
7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,1,700,220,260,280,360,440,1320,990.78,334,41,1200,700
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,1,940,280,300,160,450,360,1390,995.34,311,49,930,500
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,1,680,320,300,330,290,150,800,990.61,333,63,1260,700
7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6,1,700,190,330,630,320,420,1270,991.82,331,38,1220,600
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,6,1,770,420,380,810,610,490,1440,996.6,340,58,1100,600
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,1,740,200,310,160,380,340,1160,991.2,325,39,1200,700
7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,5,1,750,240,620,1060,450,510,1530,997.79,316,44,880,500
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,1,750,260,590,1180,460,580,1640,998.14,317,46,890,400
6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7,1,660,400,320,170,350,390,840,990.96,359,48,1270,700
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,1,800,200,300,810,370,420,1300,993.79,310,67,1180,600
4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,5,1,460,445,0,140,530,110,1780,994.26,379,55,1020,500
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6,1,610,410,40,130,360,230,1210,992.28,324,61,990,600
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6,1,760,200,340,180,410,420,1480,993.35,335,66,1110,600
6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5,1,690,300,210,720,450,540,1900,995.95,322,48,940,500
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,1,700,350,170,110,490,70,1190,992.97,313,36,970,600
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,1,690,350,550,1195,380,220,1110,996.87,311,29,970,500
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,1,700,350,170,110,490,70,1190,992.97,313,36,970,600
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,1,690,350,550,1195,380,220,1110,996.87,311,29,970,500
7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,1,760,300,400,220,540,290,1750,994.45,319,53,980,500
7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6,1,750,380,290,1270,500,250,2090,998.6,325,59,930,600
7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,5,1,750,300,320,140,320,310,1610,991.54,295,42,1050,500
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6,1,630,400,320,1060,490,380,2090,998.1,347,59,930,600
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8,1,680,370,280,190,240,640,1060,989.93,345,60,1260,800
7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,5,1,750,230,350,1780,580,1280,2120,1002.41,344,43,890,500
8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,5,1,830,270,340,1020,480,500,1180,997.16,318,51,1030,500
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,1,680,260,220,480,410,1100,1980,994.37,329,67,1060,500
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4,1,650,280,350,980,670,610,1800,997.2,315,57,900,400
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,1,720,340,300,840,510,400,1670,997.56,348,62,970,500
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,1,700,230,260,720,410,210,900,995.09,322,55,950,600
7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6,1,770,290,290,480,600,270,1560,995.72,349,59,1030,600
7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,1,720,340,300,840,510,400,1670,997.56,348,62,970,500
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,1,770,400,270,450,340,270,950,991.75,321,59,1230,800
6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,5,1,670,170,270,140,320,390,1490,992.54,340,52,1050,500
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,1,700,230,260,720,410,210,900,995.09,322,55,950,600
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6,1,810,240,260,1100,430,410,2110,996.76,311,49,1000,600
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,1,770,280,630,1110,390,580,1790,997.9,308,44,880,400
7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,6,1,750,230,290,260,310,240,980,991.94,300,54,1090,600
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,1,830,260,310,200,290,140,1410,990.77,295,77,1220,600
7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5,1,790,460,400,1010,1680,190,1840,997.82,306,62,950,500
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5,1,790,310,220,1330,480,460,2120,999.42,347,59,1000,500
7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,1,790,250,340,1140,400,530,2020,997.08,311,57,960,600
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,1,610,280,160,130,600,360,1260,993.53,313,46,870,600
7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7,1,700,180,260,140,440,460,890,992.56,339,48,1070,700
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6,1,650,210,280,140,460,260,660,991.99,343,48,1110,600
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,1,760,480,330,700,240,140,1300,991.8,325,45,1250,700
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,1,710,340,320,200,510,290,1300,993.54,330,50,1040,600
8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5,1,890,210,370,120,280,200,930,992.44,320,37,1150,500
7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,5,1,740,320,270,1290,400,600,2210,998.31,305,66,940,500
6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,5,1,600,495,270,500,1570,170,1290,993.96,303,36,930,500
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,1,810,250,340,1010,500,300,1210,997.24,317,49,1010,600
8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5,1,820,250,460,375,500,140,1020,995.24,328,58,970,500
6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,1,650,180,290,170,350,390,1440,992.7,349,50,1050,600
6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5,1,670,240,260,1260,530,440,1820,998.02,342,42,970,500
6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,5,1,660,320,240,130,600,425,2040,995.12,359,51,920,500
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,1,760,320,350,160,920,240,1380,994.38,319,44,980,500
7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,5,1,740,330,440,760,500,400,2270,996.79,312,52,900,500
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,1,720,300,300,810,500,400,1880,996.52,315,49,910,600
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,6,1,740,340,300,1490,370,700,1690,996.98,325,37,1040,600
6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6,1,610,160,290,600,300,290,1440,994.74,368,46,1070,600
6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,7,1,630,100,240,600,390,250,1070,995.11,359,49,1050,700
6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1,620,450,730,720,990,470,2020,995.82,321,43,920,500
6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4,1,600,330,180,300,360,50,850,991.25,328,40,1150,400
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,1,760,480,370,120,340,50,570,992.56,305,54,1040,300
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,1,720,200,300,200,390,430,1880,991.1,330,41,1200,600
7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,1,700,320,290,490,360,410,1500,991.68,338,43,1220,600
7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,1,720,200,300,200,390,430,1880,991.1,330,41,1200,600
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,1,700,220,290,890,500,240,900,995.56,329,46,980,600
9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5,1,940,230,560,1645,630,525,2820,1000.98,310,51,930,500
6.4,0.27,0.19,2,0.084,21,191,0.99516,3.49,0.63,9.6,4,1,640,270,190,200,840,210,1910,995.16,349,63,960,400
6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4,1,640,270,190,190,850,210,1960,995.16,349,64,950,400
7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,1,700,230,420,510,420,370,1440,995.18,350,59,1020,600
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1,690,150,280,440,290,140,1070,993.47,324,46,1040,800
6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,6,1,670,260,290,580,250,260,740,992.9,328,53,1100,600
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8,1,690,150,280,440,290,140,1070,993.47,324,46,1040,800
7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,5,1,760,200,680,1290,420,560,1600,998.41,305,41,870,500
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,4,1,690,300,290,130,530,240,1890,993.62,329,54,990,400
6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,4,1,690,300,300,130,530,240,1860,993.61,329,54,990,400
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,1,760,210,350,120,410,70,1060,991.4,306,45,1130,400
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,1,680,460,260,270,420,280,830,991.14,338,51,1200,800
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8,1,700,280,260,170,420,340,1300,992.5,343,50,1070,800
6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,6,1,650,240,290,820,430,320,1560,994.53,313,70,1010,600
6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7,1,640,170,340,150,910,420,1350,993.8,325,49,960,700
6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6,1,640,170,340,150,930,430,1360,993.8,325,49,960,600
6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,5,1,630,695,550,1290,560,580,2520,998.06,329,49,870,500
7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5,1,700,270,290,390,590,280,1990,996.1,354,59,1030,500
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,1,840,300,250,1775,470,250,2180,1000.16,298,66,910,500
6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8,6,1,650,190,270,490,370,130,1010,991.6,317,41,1180,600
8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9,6,1,800,360,390,160,240,260,930,991.16,315,49,1190,600
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,1,610,160,240,140,460,170,770,993.19,366,57,1030,600
9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4,1,920,190,420,200,470,160,1040,995.17,309,66,1000,400
9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4,1,920,160,490,200,440,180,1070,995.14,310,53,1020,400
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6,1,800,260,280,820,380,720,2020,995.66,312,56,1000,600
8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6,1,880,330,360,210,340,190,1250,991.66,296,98,1270,600
9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,1,980,160,460,180,460,230,1300,995.87,304,67,960,500
6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5,1,660,230,180,850,440,590,1880,995.58,316,49,950,500
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6,1,790,440,260,445,330,230,1000,991.17,317,52,1270,600
7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,6,1,760,310,270,580,360,230,1090,993.99,334,54,1100,600
7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,5,1,750,705,100,1300,440,440,2140,997.41,310,50,910,500
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,1,710,210,280,270,340,230,1110,994.05,335,64,1020,400
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,1,700,160,260,730,470,300,2200,996.22,338,58,1010,600
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,6,1,800,270,250,1910,450,500,2080,1000.51,305,50,920,600
6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,4,1,630,380,170,880,800,500,2120,998.03,347,66,940,400
7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,1,710,210,280,270,340,230,1110,994.05,335,64,1020,400
6.2,0.38,0.18,7.4,0.095,28,195,0.99773,3.53,0.71,9.2,4,1,620,380,180,740,950,280,1950,997.73,353,71,920,400
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,1,820,240,300,230,500,230,1060,993.97,298,50,1000,500
7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6,1,700,160,260,685,470,300,2200,996.22,338,58,1010,600
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,1,730,815,90,1140,440,450,2040,997.13,315,46,900,500
6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,5,1,630,410,160,90,320,250,980,992.74,316,42,950,500
6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5,1,610,360,410,1935,700,670,2070,1001.18,339,53,910,500
8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7,1,810,400,320,790,310,230,1180,991.76,305,46,1330,700
6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,1,680,260,430,1175,450,530,1980,996.9,326,55,950,500
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5,1,620,440,180,770,960,280,2100,997.71,356,72,920,500
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,1,720,240,290,300,360,170,1170,994.11,336,68,1010,600
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5,1,620,440,180,770,960,280,2100,997.71,356,72,920,500
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,1,720,240,290,300,360,170,1170,994.11,336,68,1010,600
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,1,730,220,260,150,400,320,1720,991.94,327,48,1120,600
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,1,810,340,280,750,400,700,2300,995.58,314,55,980,600
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,1,730,220,260,150,400,320,1720,991.94,327,48,1120,600
8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8,6,1,810,340,280,750,400,700,2300,995.58,314,55,980,600
6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,5,1,640,280,170,830,420,610,1950,995.77,322,46,940,500
6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,1,630,290,140,705,450,500,1770,995.64,323,42,900,500
6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,5,1,640,270,170,840,440,600,1980,995.78,321,47,940,500
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,6,1,740,350,200,1390,540,630,2290,998.88,311,50,890,600
8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6,1,830,280,270,1750,450,480,2530,1000.14,302,56,910,600
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4,1,640,350,350,560,340,90,1480,994.41,317,50,980,400
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,1,690,430,280,940,560,290,1830,995.94,317,43,940,500
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,6,1,800,260,280,480,500,340,1500,994.37,313,50,1000,600
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,1,690,430,280,940,560,290,1830,995.94,317,43,940,500
7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9,6,1,730,270,370,970,420,360,1300,997.9,348,75,990,600
6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,5,1,680,460,260,630,1470,490,1590,994.34,314,47,1000,500
7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,1,720,200,280,160,280,130,1680,992.03,317,106,1150,600
7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,1,760,285,320,1460,630,320,2010,998,300,45,920,500
6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,1,660,320,330,250,520,400,2195,993.16,315,60,1000,500
7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,1,760,285,320,1460,630,320,2010,998,300,45,920,500
6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,1,660,340,340,260,510,405,2100,993.14,315,61,1000,500
6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5,1,660,320,330,250,520,400,2100,993.16,315,60,1000,500
6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6,1,650,270,260,820,420,210,1330,996.12,343,64,980,600
6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6,1,660,260,270,150,400,190,1140,992.95,336,62,1050,600
6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6,1,670,270,260,230,430,610,1810,993.94,345,63,1060,600
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,1,660,560,150,1000,370,380,1570,996.42,328,52,940,500
6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,5,1,660,560,150,1000,370,380,1570,996.42,328,52,940,500
7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,1,730,190,270,160,270,350,1360,992.48,338,54,1100,700
6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6,1,630,200,260,160,270,360,1410,992.68,353,56,1080,600
7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,1,710,290,300,1600,360,580,2010,999.54,330,67,900,500
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,1,780,320,330,1040,310,470,1940,996.92,307,58,960,600
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,1,810,330,360,740,370,360,1560,995.92,319,54,1060,600
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6,1,810,330,360,740,370,360,1560,995.92,319,54,1060,600
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,1,780,320,330,1040,310,470,1940,996.92,307,58,960,600
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,1,660,330,240,1605,450,310,1470,998.22,308,52,920,500
