FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,Radius,Scaled_FixedAcidity,Scaled_VolatileAcidity,Scaled_CitricAcid,Scaled_ResidualSugar,Scaled_Chlorides,Scaled_FreeSulfurDioxide,Scaled_TotalSulfurDioxide,Scaled_Density,Scaled_pH,Scaled_Sulphates,Scaled_Alcohol,Scaled_Quality
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,1,740,630,70,240,900,110,370,997.9,343,76,970,600
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,1,780,540,260,200,880,230,480,998.1,341,74,920,600
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,1,830,660,150,190,790,170,420,997.2,331,54,960,600
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,1,780,460,260,190,880,230,530,998.1,343,74,920,600
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,1,960,380,310,250,960,160,490,998.2,319,70,1000,700
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,1,560,850,50,140,450,120,880,992.4,356,82,1290,800
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,1,1370,415,680,290,850,170,430,1001.4,306,80,1000,600
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,1,950,370,520,200,820,60,260,998,318,51,950,500
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,1,840,665,610,200,1120,130,950,997,316,54,910,500
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,1,1270,600,650,230,630,60,250,999.7,303,57,990,500
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,1,1200,370,760,420,660,70,380,1000.4,322,60,1300,700
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,1,660,735,20,790,1220,680,1240,999.4,347,53,990,500
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,1,1150,590,590,260,870,130,490,998.8,318,65,1100,600
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,1,1150,590,590,260,870,130,490,998.8,318,65,1100,600
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,1,870,765,220,230,640,90,420,996.3,310,55,940,500
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,1,660,735,20,790,1220,680,1240,999.4,347,53,990,500
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,1,770,260,300,170,590,200,380,994.9,329,47,1080,600
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,1,1220,480,540,260,850,190,640,1000,310,61,1050,600
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,1,1140,600,490,270,850,100,410,999.4,315,63,1050,600
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,1,770,690,50,270,750,150,270,997.4,326,61,910,500
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,1,870,310,460,140,590,110,250,996.6,336,76,1010,600
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,1,980,440,470,250,630,90,280,998.1,324,65,1080,600
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,1,1200,390,660,300,930,120,300,999.6,318,63,1080,700
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,1,1040,340,580,370,1740,60,160,997,319,70,1130,600
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,1,1250,460,490,450,700,260,490,998.1,305,57,960,400
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,1,900,430,340,250,800,260,860,998.7,338,62,950,600
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,1,910,450,350,240,800,230,780,998.7,338,62,950,500
7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,1,710,735,160,190,1000,150,770,996.6,327,64,930,500
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,1,990,400,530,670,970,60,190,998.6,327,82,1170,700
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,1,880,520,340,270,870,240,1220,998.2,326,61,950,500
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,1,860,725,240,660,1170,310,1340,1001.4,332,107,930,500
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,1,1060,480,640,220,1110,60,200,997,326,66,1170,600
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,1,700,580,120,190,910,340,1240,995.6,344,48,1050,500
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,1,1190,380,510,200,1210,70,200,999.6,324,76,1040,600
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,1,680,770,0,180,660,340,520,997.6,362,68,990,500
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,1,950,560,330,240,890,350,670,997.2,328,73,1180,700
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,1,660,840,30,230,590,320,480,995.2,352,56,1230,700
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,1,770,960,200,200,470,150,600,995.5,336,44,1090,500
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1,1050,240,470,210,660,60,240,997.8,315,90,1100,700
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,1,770,960,200,200,470,150,600,995.5,336,44,1090,500
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,1,660,840,30,230,590,320,480,995.2,352,56,1230,700
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,1,640,670,80,210,450,190,480,994.9,349,49,1140,600
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,1,950,780,220,190,770,60,320,998.8,326,56,1060,600
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,1,910,520,330,130,700,90,300,997.8,324,60,930,500
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,1,1280,840,630,240,880,130,350,999.7,310,60,1040,600
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,1,1050,240,470,210,660,60,240,997.8,315,90,1100,700
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,1,780,550,350,220,740,210,660,997.4,325,56,920,500
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,1,1190,370,690,230,780,120,240,995.8,300,65,1280,600
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,1,1230,390,630,230,910,60,180,1000.4,316,49,950,500
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,1,1040,410,550,320,760,220,540,999.6,315,89,990,600
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,1,1230,390,630,230,910,60,180,1000.4,316,49,950,500
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,1,800,670,300,200,600,380,620,995.8,326,56,1020,600
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,1,1110,450,730,320,660,60,220,998.6,317,66,1120,600
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,1,1040,410,550,320,760,220,540,999.6,315,89,990,600
7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,1,700,620,180,150,620,70,500,995.1,308,60,930,500
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,1,1260,310,720,220,720,60,290,998.7,288,82,980,800
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,1,1190,400,650,215,680,70,270,998.8,306,68,1130,600
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,1,1560,685,760,370,1000,60,430,1003.2,295,68,1120,700
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,1,1000,440,490,270,770,110,190,996.3,323,63,1160,700
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,1,530,570,10,170,540,50,270,993.4,357,84,1250,700
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,1,950,735,100,210,790,60,310,998.6,323,56,1010,600
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,1,1250,380,600,260,810,310,720,999.6,310,73,1050,500
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,1,930,480,290,210,1270,60,160,996.8,322,72,1120,500
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,1,860,530,220,200,1000,70,270,996.7,320,56,1020,600
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,1,1190,390,690,280,950,170,350,999.4,310,61,1080,600
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,1,1190,390,690,280,950,170,350,999.4,310,61,1080,600
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,1,840,370,530,180,4130,90,260,997.9,306,106,910,600
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,1,680,560,30,170,840,180,350,996.8,344,63,1000,600
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,1,1040,330,630,280,840,50,220,999.8,326,74,1120,700
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,1,700,230,400,160,630,210,670,995.2,350,63,1110,500
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,1,1130,620,670,520,860,60,190,998.8,322,69,1340,800
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,1,890,590,390,230,950,50,220,998.6,337,58,1030,500
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,1,920,630,210,270,970,290,650,998.8,328,58,960,500
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,1,1040,330,630,280,840,50,220,999.8,326,74,1120,700
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,1,1160,580,660,220,740,100,470,1000.8,325,57,900,300
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,1,920,430,520,230,830,140,230,997.6,335,61,1130,600
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,1,830,615,220,260,870,60,190,998.2,326,61,930,500
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,1,1100,260,680,255,850,100,250,997,318,61,1180,500
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,1,810,660,700,220,980,250,1290,997.2,308,53,900,500
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,1,1150,315,540,210,840,50,150,998.7,298,70,920,600
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,1,1000,290,400,290,980,100,260,1000.6,348,91,970,500
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,1,1030,500,420,200,690,210,510,998.2,316,72,1150,600
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,1,880,460,450,260,650,70,180,994.7,332,79,1400,600
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,1,1140,360,690,210,900,60,210,1000,317,62,920,600
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,1,870,820,20,120,700,360,480,995.2,320,58,980,500
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,1,1300,320,650,260,930,150,470,999.6,305,61,1060,500
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,1,960,540,420,240,810,250,520,997,320,71,1140,600
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,1,1250,370,550,260,830,250,680,999.5,315,82,1040,600
9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,1,990,350,550,210,620,50,140,997.1,326,79,1060,500
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,1,1050,280,510,170,800,100,240,998.2,320,89,940,600
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,1,960,680,240,220,870,50,280,998.8,314,60,1020,500
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,1,930,270,410,200,910,60,160,998,328,70,970,500
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,1,1040,240,490,180,750,60,200,997.7,318,106,1100,600
9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,1,960,680,240,220,870,50,280,998.8,314,60,1020,500
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,1,940,685,110,270,770,60,310,998.4,319,70,1010,600
10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,1,1060,280,390,1550,690,60,230,1002.6,312,66,920,500
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,1,940,300,560,280,800,60,170,996.4,315,92,1170,800
10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,1,1060,360,590,220,1520,60,180,998.6,304,105,940,500
10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,1,1060,360,600,220,1520,70,180,998.6,304,106,940,500
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,1,1060,440,680,410,1140,60,240,997,306,66,1340,600
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,1,1020,670,390,190,540,60,170,997.6,317,47,1000,500
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,1,1020,670,390,190,540,60,170,997.6,317,47,1000,500
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,1,1020,645,360,180,530,50,140,998.2,317,42,1000,600
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,1,1160,320,550,280,810,350,670,1000.2,332,92,1080,700
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,1,930,390,400,260,730,100,260,998.4,334,75,1020,600
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,1,930,775,270,280,780,240,560,998.4,331,67,1060,600
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,1,920,410,500,250,550,120,250,995.2,334,79,1330,700
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,1,890,400,510,260,520,130,270,995,332,90,1340,700
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,1,870,690,310,300,860,230,810,1000.2,348,74,1160,600
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,1,650,390,230,830,510,280,910,995.2,344,55,1210,600
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,1,1070,350,530,260,700,50,160,997.2,315,65,1100,800
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,1,780,520,250,190,810,140,380,998.4,343,65,900,600
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,1,720,340,320,250,900,430,1130,996.6,332,79,1110,500
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,1,1070,350,530,260,700,50,160,997.2,315,65,1100,800
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,1,870,690,310,300,860,230,810,1000.2,348,74,1160,600
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,1,780,520,250,190,810,140,380,998.4,343,65,900,600
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,1,1040,440,730,655,740,380,760,999,317,85,1200,700
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,1,1040,440,730,655,740,380,760,999,317,85,1200,700
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,1,1050,260,470,190,780,60,240,997.6,318,104,1090,700
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,1,1050,240,420,180,770,60,220,997.6,321,105,1080,700
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,1,1020,490,630,290,720,100,260,996.8,316,78,1250,700
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,1,1040,240,460,180,750,60,210,997.6,325,102,1080,700
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,1,1120,670,550,230,840,60,130,1000,317,71,950,600
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,1,1000,590,310,220,900,260,620,999.4,318,63,1020,600
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,1,1330,290,750,280,840,230,430,998.6,304,68,1140,700
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,1,1240,420,490,460,730,190,430,997.8,302,61,950,500
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,1,1000,590,310,220,900,260,620,999.4,318,63,1020,600
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,1,1070,400,480,210,1250,150,490,998,303,81,970,600
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1,1050,510,640,240,1070,60,150,997.3,309,66,1180,700
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1,1050,510,640,240,1070,60,150,997.3,309,66,1180,700
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,1,850,655,490,610,1220,340,1510,1001,331,114,930,500
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,1,1250,600,490,430,1000,50,140,1001,325,74,1190,600
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,1,1040,610,490,210,2000,50,160,999.4,316,63,840,300
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,1,1090,210,490,280,880,110,320,997.2,322,68,1170,600
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,1,730,365,490,250,880,390,1060,996.6,336,78,1100,500
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,1,980,250,490,270,880,150,330,998.2,342,90,1000,600
7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,1,760,410,490,200,880,160,430,998,348,64,910,500
8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,1,820,390,490,230,990,470,1330,997.9,338,99,980,500
9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,1,930,400,490,250,850,380,1420,997.8,322,55,940,500
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,1,920,430,490,240,860,230,1160,997.6,323,64,950,500
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,1,1040,640,240,280,1050,290,530,999.8,324,67,990,500
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,1,730,365,490,250,880,390,1060,996.6,336,78,1100,500
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,1,700,380,490,250,970,330,850,996.2,339,77,1140,600
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,1,820,420,490,260,840,320,550,998.8,334,75,870,600
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,1,990,630,240,240,770,60,330,997.4,309,57,940,500
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,1,910,220,240,210,780,10,280,999,341,87,1030,600
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,1,1190,380,490,270,980,120,420,1000.4,316,61,1030,500
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,1,1190,380,490,270,980,120,420,1000.4,316,61,1030,500
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,1,1030,270,240,210,720,150,330,995.6,322,66,1280,600
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,1,1000,480,240,270,1020,130,320,1000,328,56,1000,600
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,1,910,220,240,210,780,10,280,999,341,87,1030,600
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,1,990,630,240,240,770,60,330,997.4,309,57,940,500
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,1,810,825,240,210,840,50,130,997.2,337,77,1070,600
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,1,1290,350,490,580,660,50,350,1001.4,320,66,1200,700
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,1,1120,500,740,515,1000,50,170,999.6,322,62,1120,500
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,1,920,590,240,330,1010,200,470,998.8,326,67,960,500
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,1,950,460,490,630,640,50,170,998.8,321,73,1100,600
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,1,930,715,240,210,700,50,200,996.6,312,59,990,500
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,1,1120,660,240,250,850,160,530,999.3,306,72,1100,600
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,1,1430,310,740,180,750,60,150,1000.8,286,79,840,600
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,1,910,470,490,260,940,380,1060,998.2,308,59,910,500
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,1,750,550,240,200,780,100,280,998.3,345,78,950,600
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,1,1060,310,490,250,670,60,210,998.7,326,86,1070,600
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,1,1240,350,490,260,790,270,690,999.4,312,75,1040,600
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,1,900,530,490,190,1710,60,250,997.5,327,61,940,600
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,1,680,510,10,210,740,90,250,995.8,333,56,950,600
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,1,940,430,240,280,920,140,450,998,319,73,1000,600
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,1,950,460,240,270,920,140,440,998,312,74,1000,600
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,1,500,1040,240,160,500,320,960,993.4,374,62,1150,500
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,1550,645,490,420,950,100,230,1003.15,292,74,1110,500
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,1550,645,490,420,950,100,230,1003.15,292,74,1110,500
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,1,1090,530,490,460,1180,100,170,1000.2,307,56,1170,600
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,1560,645,490,420,950,100,230,1003.15,292,74,1110,500
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,1,1090,530,490,460,1180,100,170,1000.2,307,56,1170,600
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,1,1300,470,490,430,850,60,470,1002.1,330,68,1270,600
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,1,1270,600,490,280,750,50,190,999.4,314,57,1140,500
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,1,900,440,490,240,780,260,1210,997.8,323,58,920,500
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,1,900,540,490,290,940,410,1100,998.2,308,61,920,500
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,1,760,290,490,270,920,250,600,997.1,331,61,1010,600
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,1,1300,470,490,430,850,60,470,1002.1,330,68,1270,600
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,1,1270,600,490,280,750,50,190,999.4,314,57,1140,500
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,1,870,700,240,250,2260,50,150,999.1,332,60,900,600
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,1,870,700,240,250,2260,50,150,999.1,332,60,900,600
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,1,980,500,490,260,2500,50,200,999,331,79,1070,600
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,1,620,360,240,220,950,190,420,994.6,357,57,1170,600
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,1,1150,350,490,330,700,100,370,1000.3,332,91,1100,600
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,1,620,360,240,220,950,190,420,994.6,357,57,1170,600
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,1,1020,240,490,240,750,100,280,997.8,314,61,1040,500
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,1,1050,590,490,210,700,140,470,999.1,330,56,960,400
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,1,1060,340,490,320,780,200,780,999.2,319,70,1000,600
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,1,1230,270,490,310,790,280,460,999.3,320,80,1020,600
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,1,990,500,240,230,1030,60,140,997.8,334,52,1000,400
